Location;XYZCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
B-13-12;Z;"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5";"1ENECA;7.5"
G-17-13;Z;"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5";"70EPUK;8.5"
O-10-13;Z;"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0";"APQKWK;9.0"
D-15-12;Z;"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0";"56TC1Z;7.0"
D-16-13;Z;"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5";"KTDZY0;5.5"
B-14-23;Z;"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0";"RUUOCB;11.0"
B-13-22;Z;"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5";"N6JU7C;8.5"
E-18-21;Z;"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5";"X31OGS;8.5"
G-17-23;Z;"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0";"J2URNJ;9.0"
O-10-23;Z;"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0";"O7AXAK;9.0"
D-15-22;Z;"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0";"800OVF;7.0"
D-16-23;Z;"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0";"V7JUQL;6.0"
A-14-12;Z;"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0";"02MRUH;9.0"
F-17-12;Z;"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0";"QXS5D1;10.0"
F-18-13;Z;"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0";"TNZ1OO;9.0"
O-14-11;Z;"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5";"M8W7TS;9.5"
P-09-13;Z;"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0";"QVFB0Q;5.0"
C-16-12;Z;"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5";"EAJXUV;8.5"
A-14-22;Z;"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0";"M67GNC;12.0"
C-15-11;Z;"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5";"F29V5I;7.5"
O-14-21;Z;"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5";"O7TSVL;9.5"
F-17-22;Z;"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0";"F7LULH;14.0"
F-18-23;Z;"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0";"JUUL5B;10.0"
P-09-23;Z;"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5";"AX7BJ8;8.5"
E-17-11;Z;"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0";"H51IVV;10.0"
C-16-22;Z;"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5";"XUZJ74;7.5"
E-18-12;Z;"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0";"F7LULH;16.0"
B-13-13;Z;"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0";"ZGYCSW;7.0"
C-15-21;Z;"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0";"3LQL9L;11.0"
P-13-11;Z;"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5";"J2URNJ;9.5"
O-10-12;Z;"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0";"RUUOCB;8.0"
D-15-13;Z;"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0";"05W6TK;4.0"
E-17-21;Z;"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5";"MLV9BR;9.5"
B-16-11;Z;"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5";"8BSFSA;12.5"
B-13-23;Z;"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0";"9S4AF8;13.0"
P-13-21;Z;"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5";"A7MDBC;9.5"
G-19-11;Z;"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5";"TBCCF7;7.5"
E-18-22;Z;"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0";"SMMRK3;15.0"
O-10-22;Z;"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0";"DNLEH7;10.0"
D-15-23;Z;"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5";"HXQR4L;10.5"
D-18-11;Z;"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0";"AHR20O;14.0"
B-16-21;Z;"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0";"YKQY4X;6.0"
A-14-13;Z;"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0";"J3FI7N;7.0"
F-17-13;Z;"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5";"QP56BU;10.5"
O-14-12;Z;"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0";"T3NVTG;11.0"
G-19-21;Z;"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5";"U8203G;8.5"
P-09-12;Z;"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0";"SWN7AU;12.0"
P-10-13;Z;"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0";"UHYJ3A;7.0"
C-16-13;Z;"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0";"F73ZE1;7.0"
D-18-21;Z;"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0";"QXS5D1;7.0"
A-14-23;Z;"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0";"W518XY;8.0"
C-15-12;Z;"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0";"H51IVV;9.0"
O-14-22;Z;"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0";"Y813MQ;6.0"
F-20-11;Z;"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5";"N6JU7C;7.5"
F-17-23;Z;"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0";"DGAONE;14.0"
P-10-23;Z;"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5";"KZ5VR3;10.5"
P-09-22;Z;"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0";"J2URNJ;10.0"
C-16-23;Z;"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5";"69L9MX;9.5"
E-17-12;Z;"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5";"3LQL9L;9.5"
C-15-22;Z;"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0";"M8W7TS;10.0"
P-14-11;Z;"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5";"T3NVTG;8.5"
E-18-13;Z;"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5";"800OVF;7.5"
P-13-12;Z;"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0";"A7MDBC;10.0"
