Location;XYZCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
M-17-21;Y;"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0";"DGAONE;7.0"
N-15-13;Y;"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0";"HOUJQN;14.0"
L-06-12;Y;"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0";"U8203G;9.0"
N-07-21;Y;"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0";"WH1BJI;8.0"
N-08-22;Y;"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0";"K3YA1X;10.0"
K-19-11;Y;"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0";"S90CD9;10.0"
K-03-23;Y;"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0";"F29V5I;10.0"
L-17-13;Y;"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0";"5HQR89;11.0"
K-19-21;Y;"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0";"KTDZY0;6.0"
N-15-23;Y;"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0";"W25EZN;7.0"
J-04-12;Y;"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0";"NISP6K;9.0"
N-16-22;Y;"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5";"AKP0A7;7.5"
L-18-12;Y;"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0";"NJVZEL;9.0"
O-07-12;Y;"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0";"0LNUOV;8.0"
L-06-22;Y;"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0";"D8AMD3;9.0"
L-05-21;Y;"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0";"9FWH2G;7.0"
L-17-23;Y;"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5";"TNAHD4;7.5"
O-15-12;Y;"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0";"U95NWB;13.0"
L-18-22;Y;"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0";"J3FI7N;12.0"
M-06-13;Y;"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5";"DGAONE;7.5"
M-05-12;Y;"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5";"SY1DDY;10.5"
O-07-22;Y;"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0";"F29V5I;9.0"
J-04-22;Y;"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0";"K3YA1X;9.0"
J-20-12;Y;"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5";"NJVZEL;9.5"
J-20-22;Y;"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0";"800OVF;11.0"
K-03-12;Y;"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5";"0LNUOV;8.5"
O-15-22;Y;"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0";"ULG3QT;8.0"
M-17-12;Y;"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0";"DF3KQM;9.0"
M-18-11;Y;"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0";"YE890X;10.0"
M-06-23;Y;"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0";"AB9XBU;9.0"
M-05-22;Y;"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0";"8E9F1P;11.0"
K-04-13;Y;"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0";"QVFB0Q;8.0"
N-08-11;Y;"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0";"5HQR89;10.0"
K-20-11;Y;"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5";"JEGRCL;7.5"
N-16-13;Y;"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0";"SY1DDY;8.0"
M-17-22;Y;"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0";"V6K6JX;12.0"
M-18-21;Y;"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0";"AX7BJ8;10.0"
N-05-13;Y;"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0";"37VA62;13.0"
N-08-21;Y;"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5";"5MNTT7;10.5"
K-03-22;Y;"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0";"56TC1Z;13.0"
K-19-12;Y;"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0";"HOUJQN;12.0"
L-06-11;Y;"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0";"JHSQHS;6.0"
K-04-23;Y;"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0";"8E9F1P;10.0"
K-20-21;Y;"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0";"8N10W9;5.0"
K-19-22;Y;"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5";"HOUGRO;7.5"
J-04-11;Y;"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0";"5MNTT7;12.0"
N-16-23;Y;"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0";"WGHG3L;7.0"
L-18-13;Y;"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0";"O9YFO8;12.0"
N-17-11;Y;"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0";"PP9DNA;13.0"
L-06-21;Y;"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0";"HCMI82;12.0"
N-05-23;Y;"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0";"70EPUK;12.0"
O-07-11;Y;"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0";"QVFB0Q;12.0"
L-03-13;Y;"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0";"ZGYCSW;9.0"
L-19-11;Y;"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0";"HI2X6U;10.0"
L-18-23;Y;"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0";"2OAVPY;9.0"
O-15-13;Y;"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0";"HI2X6U;11.0"
N-17-21;Y;"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0";"AB9XBU;11.0"
M-06-12;Y;"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0";"32ZKOX;6.0"
O-07-21;Y;"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0";"AX7BJ8;9.0"
J-04-21;Y;"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0";"I2B1FH;13.0"
J-20-13;Y;"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0";"70EPUK;8.0"
L-03-23;Y;"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5";"800OVF;9.5"
M-05-11;Y;"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0";"HI2X6U;9.0"
