Location;ABCCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
F-15-12;A;"DGAONE;5.0";"56TC1Z;9.0";"602SP2AG;11.5";"TB6WIP;5.5";"XUZJ74;9.0";"AKP0A7;15.0";"9FWH2G;9.5";"2T1DJM;8.0";"AKP0A7;7.5";"RAUDQ6;5.0";"WGHG3L;12.5";"CD1NU9;8.5";"SSQFQA;4.5";"KUFVRI;11.0";"G8ASPE;13.5";"KUFVRI;11.5";"I1KDJ0;6.5";"ZRCYSH;4.5"
F-17-12;A;"AHR20O;8.5";"O9YFO8;12.0";"WRRW1W;14.5";"9FWH2G;6.0";"TNAHD4;5.5";"ZRCYSH;7.5";"ZRCYSH;14.5";"Z8KPP8;14.0";"Z8KPP8;9.0";"I1X92B;13.0";"AKP0A7;8.5";"8D9SAW;8.5";"TB6WIP;7.5";"2T1DJM;9.0";"5003DD;7.5";"56TC1Z;4.5";"O9YFO8;13.5";"I1KDJ0;6.0"
F-19-12;B;"2LPO6D;7.0";"UU4A1K;10.0";"9820DLX;7.5";"1D2ILZ;9.5";"NISP6K;11.0";"N6JU7C;14.5";"T3NVTG;12.5";"TOENMT;8.5";"O7TSVL;14.0";"84ABYS;13.5";"D8AMD3;5.0";"YE890X;13.0";"A7MDBC;8.5";"K3YA1X;4.5";"O7AXAK;12.5";"JUUL5B;5.5";"XLTRGL;6.0";"YF0X2Z;4.0"
F-21-12;B;"NJVZEL;4.5";"XPZSZ1;7.0";"9920DLX;11.0";"1ENECA;5.0";"EUMBM7;9.5";"D8AMD3;6.5";"Y813MQ;4.5";"3LQL9L;13.5";"AB9XBU;7.5";"BLJLMQ;11.5";"9920DLX;11.0";"F29V5I;5.5";"U8203G;15.0";"O7TSVL;14.0";"1ENECA;11.5";"FJ25W1;6.0";"HOUGRO;14.0";"2LPO6D;7.0"
F-23-12;B;"8490FLX;11.0";"HI2X6U;6.5";"5HQR89;8.0";"0LNUOV;12.0";"UU4A1K;7.5";"TAHFOD;5.5";"A7MDBC;12.0";"M8W7TS;8.0";"YKQY4X;15.0";"V6K6JX;8.0";"6300VTAG;8.0";"YKQY4X;4.5";"BLJLMQ;5.0";"NJVZEL;13.5";"70EPUK;6.0";"541SP;6.0";"EQQBND;11.0";"BLJLMQ;4.5"
E-14-13;A;"AHR20O;6.5";"RAUDQ6;9.0";"14010TO;11.5";"WGHG3L;11.5";"DGAONE;10.5";"CD1NU9;6.5";"05W6TK;9.0";"2T1DJM;7.0";"ZRCYSH;6.5";"300FW;14.0";"2T1DJM;7.5";"JHSQHS;9.5";"KUFVRI;13.5";"1JT1XB;15.5";"69L9MX;6.5";"G8ASPE;13.0";"O9YFO8;13.5";"IA7X1P;9.5"
E-16-13;A;"G8ASPE;12.5";"UHYJ3A;16.0";"UHYJ3A;4.5";"LXJQVG;5.5";"69L9MX;16.0";"14010TO;11.0";"750FW;14.5";"CD1NU9;14.5";"IA7X1P;13.5";"JEGRCL;12.0";"I1X92B;5.0";"W25EZN;4.5";"1JT1XB;15.0";"O9YFO8;11.0";"D05ZS7;9.5";"SSQFQA;13.5";"602SP2AG;13.0";"Q50W5L;12.0"
E-18-13;A;"LXJQVG;12.0";"5MNTT7;10.5";"KUFVRI;6.5";"WGHG3L;12.0";"D05ZS7;11.0";"UHYJ3A;7.5";"XUZJ74;11.5";"8N10W9;15.5";"CD1NU9;13.5";"JEGRCL;6.0";"SSQFQA;4.0";"Z8KPP8;14.5";"RAUDQ6;9.5";"I2B1FH;6.0";"KTDZY0;6.5";"KUFVRI;12.5";"5003DD;5.5";"6M2FJM;9.0"
E-20-13;A;"750FW;7.5";"U95NWB;11.0";"56TC1Z;6.0";"I1KDJ0;16.0";"AKP0A7;13.5";"5003DD;15.5";"Z8KPP8;6.5";"U95NWB;10.0";"WGHG3L;11.0";"WRRW1W;13.5";"DGAONE;6.5";"I2B1FH;8.0";"9FWH2G;8.0";"LXJQVG;4.0";"750FW;12.0";"KUFVRI;16.0";"JHSQHS;5.5";"56TC1Z;5.5"
E-22-13;A;"V7JUQL;5.0";"TB6WIP;5.0";"CD1NU9;6.0";"ZRCYSH;9.5";"CD1NU9;16.0";"CD1NU9;13.5";"UHYJ3A;8.5";"5003DD;9.5";"JHSQHS;12.5";"WRRW1W;10.5";"SSQFQA;9.5";"6M2FJM;10.0";"LXJQVG;14.5";"WRRW1W;7.0";"TBCCF7;9.0";"I2B1FH;11.0";"8D9SAW;13.0";"SSQFQA;15.0"
E-24-13;A;"5MNTT7;14.0";"D05ZS7;7.5";"B24J86;13.5";"O9YFO8;12.0";"AKP0A7;6.0";"TBCCF7;8.0";"KTDZY0;4.5";"XUZJ74;5.5";"ZRCYSH;9.0";"I1X92B;13.5";"TBCCF7;8.5";"14010TO;11.5";"TNAHD4;7.5";"JHSQHS;7.5";"10090TO;13.0";"LXJQVG;5.5";"CD1NU9;14.0";"CD1NU9;16.0"
F-13-13;A;"1JT1XB;15.0";"W25EZN;9.5";"05W6TK;4.0";"TBCCF7;12.5";"8N10W9;7.0";"14010TO;5.0";"56TC1Z;6.5";"RAUDQ6;13.5";"RAUDQ6;13.5";"WGHG3L;6.0";"LXJQVG;14.5";"I1X92B;14.0";"JEGRCL;13.5";"8D9SAW;9.0";"KTDZY0;8.0";"G8ASPE;4.0";"CD1NU9;7.5";"TNAHD4;7.5"
F-15-13;A;"05W6TK;4.5";"Q50W5L;5.0";"JHSQHS;13.5";"B24J86;11.5";"5MNTT7;12.5";"WRRW1W;4.5";"B24J86;15.5";"U95NWB;11.0";"SSQFQA;15.0";"5003DD;15.5";"LXJQVG;8.5";"UHYJ3A;5.5";"AHR20O;13.5";"I1KDJ0;15.0";"W25EZN;15.5";"WRRW1W;14.5";"2T1DJM;15.5";"WRRW1W;6.5"
F-17-13;A;"I1KDJ0;11.0";"SSQFQA;14.5";"1JT1XB;15.0";"300FW;10.5";"SSQFQA;14.0";"TB6WIP;7.5";"UHYJ3A;11.0";"TNAHD4;7.5";"56TC1Z;4.0";"5MNTT7;6.0";"KTDZY0;13.0";"8D9SAW;11.0";"JEGRCL;11.5";"U95NWB;5.5";"69L9MX;6.5";"602SP2AG;5.0";"SSQFQA;12.5";"RAUDQ6;8.0"
F-19-13;B;"X31OGS;4.0";"1D2ILZ;14.5";"9820DLX;14.5";"QTMT7N;5.5";"8BSFSA;16.0";"2Z7ZEP;13.0";"O7TSVL;10.0";"HOUJQN;10.5";"YKQY4X;9.5";"TAHFOD;14.5";"6300VTAG;14.5";"U8203G;6.5";"O7AXAK;10.0";"9KHDG3;10.0";"J2URNJ;15.0";"3LQL9L;9.0";"84ABYS;9.0";"AX7BJ8;8.5"
F-21-13;B;"F29V5I;5.5";"YKQY4X;11.5";"70EPUK;16.0";"2700GT;7.5";"70EPUK;8.5";"YE890X;5.0";"K3YA1X;7.0";"D8AMD3;15.0";"EUMBM7;15.0";"X31OGS;15.0";"D8AMD3;13.0";"32ZKOX;4.5";"PZUF7K;6.0";"TOENMT;4.5";"QTMT7N;4.0";"J3FI7N;10.5";"3LQL9L;10.0";"O7TSVL;6.5"
F-23-13;B;"HOUJQN;7.0";"NJVZEL;10.0";"2700GT;9.0";"FJ25W1;7.5";"NJVZEL;16.0";"UU4A1K;7.5";"AB9XBU;9.0";"T3NVTG;7.0";"HOUGRO;15.5";"Z26SRT;10.5";"ZGYCSW;11.5";"PZUF7K;5.0";"K3YA1X;7.5";"T3NVTG;13.5";"HOUGRO;8.5";"1ENECA;14.0";"YE890X;14.0";"O7TSVL;6.5"
E-14-21;A;"5003DD;14.5";"JEGRCL;6.5";"B24J86;9.5";"9FWH2G;6.0";"2T1DJM;14.5";"TB6WIP;11.5";"D05ZS7;10.0";"I1KDJ0;5.0";"Q50W5L;5.5";"TB6WIP;9.0";"Q50W5L;6.5";"Z8KPP8;7.5";"DGAONE;9.0";"B24J86;12.0";"14010TO;9.5";"6M2FJM;12.0";"05W6TK;4.0";"G8ASPE;6.5"
E-16-21;A;"56TC1Z;14.0";"KUFVRI;4.0";"JHSQHS;10.0";"300FW;12.0";"AKP0A7;12.5";"8N10W9;12.0";"5003DD;14.5";"TB6WIP;12.0";"602SP2AG;10.0";"KTDZY0;7.5";"RAUDQ6;12.5";"TB6WIP;10.0";"TNAHD4;8.0";"V7JUQL;8.0";"WGHG3L;14.0";"2T1DJM;9.0";"LXJQVG;13.5";"9FWH2G;4.5"
E-18-21;A;"B24J86;4.5";"56TC1Z;13.5";"8D9SAW;8.0";"I1KDJ0;10.0";"D05ZS7;14.5";"RAUDQ6;10.5";"ZRCYSH;9.5";"AHR20O;5.0";"CD1NU9;6.0";"O9YFO8;8.0";"KTDZY0;16.0";"TNAHD4;4.0";"CD1NU9;14.5";"ZRCYSH;4.0";"RAUDQ6;13.5";"TBCCF7;12.0";"9FWH2G;14.0";"1JT1XB;7.0"
E-20-21;A;"AKP0A7;14.0";"KUFVRI;4.5";"6M2FJM;11.5";"6M2FJM;5.0";"I1X92B;10.0";"8D9SAW;4.5";"AKP0A7;5.0";"AKP0A7;6.0";"JEGRCL;13.5";"Q50W5L;11.0";"KUFVRI;4.0";"300FW;16.0";"XUZJ74;8.0";"8N10W9;12.5";"6M2FJM;12.0";"CD1NU9;11.5";"9FWH2G;6.5";"JEGRCL;7.0"
E-22-21;A;"SSQFQA;5.5";"TB6WIP;10.0";"1JT1XB;16.0";"05W6TK;9.5";"U95NWB;6.0";"B24J86;13.5";"JEGRCL;14.0";"DGAONE;13.5";"14010TO;6.0";"5003DD;13.0";"WGHG3L;5.5";"V7JUQL;6.5";"AKP0A7;4.5";"UHYJ3A;4.0";"9FWH2G;4.5";"D05ZS7;7.5";"V7JUQL;16.0";"DGAONE;5.0"
E-24-21;A;"69L9MX;12.0";"AKP0A7;7.0";"KUFVRI;6.0";"U95NWB;9.5";"WGHG3L;9.5";"5MNTT7;13.5";"RAUDQ6;5.0";"5003DD;7.5";"Z8KPP8;7.5";"8N10W9;10.0";"XUZJ74;4.5";"Q50W5L;12.5";"SSQFQA;9.5";"DGAONE;15.5";"I1X92B;6.5";"AHR20O;14.5";"AKP0A7;9.0";"8D9SAW;14.0"
F-13-21;A;"1JT1XB;9.0";"Z8KPP8;14.0";"TBCCF7;14.5";"Z8KPP8;7.5";"8D9SAW;8.0";"RAUDQ6;15.5";"WGHG3L;14.5";"B24J86;8.5";"KTDZY0;9.5";"I1KDJ0;6.5";"602SP2AG;15.5";"XUZJ74;5.0";"ZRCYSH;7.5";"XUZJ74;8.0";"8N10W9;15.0";"5MNTT7;10.5";"6M2FJM;12.0";"V7JUQL;13.0"
F-15-21;A;"I2B1FH;7.0";"XUZJ74;6.0";"6M2FJM;6.5";"9FWH2G;11.0";"Q50W5L;8.0";"AKP0A7;10.0";"G8ASPE;7.0";"TNAHD4;12.0";"05W6TK;6.5";"I1X92B;13.5";"7BU1V7;5.5";"WGHG3L;4.5";"KTDZY0;12.0";"Z8KPP8;9.5";"DGAONE;14.0";"300FW;8.5";"10090TO;5.0";"05W6TK;7.0"
F-17-21;A;"602SP2AG;10.5";"9FWH2G;12.0";"7BU1V7;14.0";"SSQFQA;12.0";"8D9SAW;7.0";"I2B1FH;8.0";"69L9MX;10.5";"I1KDJ0;12.0";"KUFVRI;10.0";"RAUDQ6;14.0";"KTDZY0;12.5";"V7JUQL;7.0";"XUZJ74;6.0";"AHR20O;14.0";"KTDZY0;15.0";"TBCCF7;13.0";"56TC1Z;5.0";"10090TO;13.5"
F-19-21;B;"ZGYCSW;11.5";"6300VTAG;7.5";"ULG3QT;10.0";"9KHDG3;5.0";"ZGYCSW;6.5";"BLJLMQ;14.0";"1D2ILZ;5.0";"2700GT;7.5";"QTMT7N;11.5";"EUMBM7;14.5";"TOENMT;9.0";"T3NVTG;5.5";"HOUGRO;14.5";"YF0X2Z;8.0";"M8W7TS;11.5";"HA0BOB;8.0";"TNZ1OO;5.5";"HLOISD;6.5"
F-21-21;B;"6300VTAG;16.0";"1ENECA;8.5";"HLOISD;6.0";"32ZKOX;11.0";"XFQ9CP;16.0";"HOUGRO;13.5";"IYXV3Z;11.5";"JUUL5B;6.5";"HOUGRO;10.5";"TOENMT;16.0";"NJVZEL;16.0";"8490FLX;6.5";"Z26SRT;13.0";"HLOISD;15.5";"0LNUOV;13.0";"0LNUOV;4.0";"BLJLMQ;12.0";"A7MDBC;9.5"
F-23-21;B;"6300VTAG;7.0";"0LNUOV;10.5";"JCNON3;15.0";"ZGYCSW;5.5";"HOUJQN;15.0";"O7AXAK;12.5";"F73ZE1;9.0";"J3FI7N;14.0";"32ZKOX;16.0";"NISP6K;12.0";"HOUJQN;4.0";"HOUGRO;10.0";"D8AMD3;15.0";"AX7BJ8;9.0";"5P2MVG;11.0";"T3NVTG;10.5";"UNPPMJ;11.5";"X31OGS;8.0"
E-14-22;A;"WRRW1W;16.0";"I1X92B;15.5";"WRRW1W;15.0";"KUFVRI;8.5";"IA7X1P;6.0";"DGAONE;11.5";"KTDZY0;15.5";"69L9MX;9.0";"5MNTT7;11.5";"2T1DJM;8.5";"IA7X1P;6.0";"KTDZY0;5.0";"I2B1FH;8.0";"D05ZS7;14.0";"602SP2AG;5.5";"750FW;10.0";"WGHG3L;4.5";"9FWH2G;4.5"
E-16-22;A;"TB6WIP;13.5";"TB6WIP;9.5";"G8ASPE;9.5";"5MNTT7;5.5";"DGAONE;12.5";"U95NWB;13.0";"XUZJ74;8.0";"6M2FJM;4.5";"D05ZS7;5.5";"O9YFO8;6.5";"69L9MX;11.5";"I1X92B;14.5";"XUZJ74;6.5";"SSQFQA;16.0";"W25EZN;8.5";"B24J86;4.5";"O9YFO8;9.5";"602SP2AG;10.5"
E-18-22;A;"I1KDJ0;11.0";"V7JUQL;11.0";"SSQFQA;14.5";"1JT1XB;5.0";"TNAHD4;8.0";"5003DD;12.0";"Z8KPP8;5.0";"O9YFO8;6.5";"G8ASPE;14.0";"XUZJ74;6.0";"XUZJ74;15.5";"JEGRCL;8.0";"AHR20O;9.0";"D05ZS7;10.0";"KTDZY0;13.5";"W25EZN;8.5";"KTDZY0;4.5";"14010TO;12.0"
E-20-22;A;"9FWH2G;6.5";"RAUDQ6;5.5";"V7JUQL;16.0";"9FWH2G;12.5";"5003DD;15.0";"10090TO;4.5";"KUFVRI;12.0";"I1KDJ0;8.0";"5MNTT7;8.0";"RAUDQ6;12.0";"TB6WIP;8.0";"6M2FJM;12.5";"14010TO;5.0";"300FW;4.5";"DGAONE;9.0";"AKP0A7;5.0";"KUFVRI;7.5";"IA7X1P;11.0"
E-22-22;A;"I2B1FH;9.5";"9FWH2G;8.5";"JHSQHS;11.0";"TBCCF7;6.5";"TB6WIP;15.5";"WRRW1W;14.0";"5003DD;4.5";"D05ZS7;5.0";"I2B1FH;6.0";"6M2FJM;12.5";"I1X92B;8.0";"I1KDJ0;7.0";"7BU1V7;6.5";"750FW;7.5";"9FWH2G;6.0";"V7JUQL;9.0";"TBCCF7;9.0";"CD1NU9;9.5"
E-24-22;A;"300FW;9.0";"5003DD;5.5";"DGAONE;13.5";"5003DD;15.0";"XUZJ74;14.5";"9FWH2G;4.0";"SSQFQA;11.5";"G8ASPE;13.0";"LXJQVG;13.0";"5MNTT7;9.0";"10090TO;12.5";"9FWH2G;8.5";"B24J86;8.5";"Q50W5L;4.5";"69L9MX;10.5";"CD1NU9;14.5";"56TC1Z;5.0";"TNAHD4;4.5"
F-13-22;A;"6M2FJM;15.0";"56TC1Z;12.5";"5MNTT7;13.5";"JHSQHS;9.0";"G8ASPE;14.5";"602SP2AG;9.5";"AKP0A7;5.0";"SSQFQA;12.5";"JEGRCL;16.0";"WGHG3L;6.5";"B24J86;11.5";"7BU1V7;8.0";"6M2FJM;14.0";"Z8KPP8;8.0";"8N10W9;10.5";"WGHG3L;8.0";"2T1DJM;14.0";"I1X92B;10.5"
F-15-22;A;"8D9SAW;10.5";"5MNTT7;14.0";"U95NWB;9.0";"5003DD;13.0";"Z8KPP8;7.5";"TBCCF7;5.0";"56TC1Z;7.0";"V7JUQL;11.5";"05W6TK;5.5";"AHR20O;8.0";"2T1DJM;14.0";"9FWH2G;15.0";"RAUDQ6;9.5";"10090TO;5.0";"05W6TK;15.0";"750FW;4.0";"WRRW1W;4.0";"ZRCYSH;14.0"
F-17-22;A;"9FWH2G;15.0";"69L9MX;10.5";"AHR20O;4.5";"WRRW1W;8.0";"Q50W5L;13.0";"B24J86;14.0";"U95NWB;10.5";"1JT1XB;14.5";"ZRCYSH;5.5";"TBCCF7;9.0";"WGHG3L;10.5";"IA7X1P;8.5";"05W6TK;4.5";"14010TO;12.0";"5003DD;9.5";"XUZJ74;7.0";"300FW;11.0";"ZRCYSH;11.5"
F-19-22;B;"8BSFSA;5.5";"M8W7TS;10.5";"32ZKOX;11.5";"2LPO6D;4.5";"HI2X6U;10.0";"YKQY4X;5.5";"ULG3QT;11.5";"JCNON3;13.5";"9KHDG3;5.5";"O7TSVL;10.5";"6300VTAG;6.0";"F29V5I;11.0";"HOUGRO;13.5";"XPZSZ1;5.5";"O7AXAK;4.0";"N6JU7C;8.5";"HOUJQN;9.0";"J3FI7N;5.0"
F-21-22;B;"8BSFSA;13.5";"8490FLX;14.5";"UNPPMJ;6.5";"K3YA1X;15.5";"HOUGRO;8.0";"X31OGS;4.5";"V6K6JX;10.0";"9KHDG3;8.5";"32ZKOX;6.0";"32ZKOX;8.5";"1D2ILZ;15.0";"J3FI7N;9.0";"V6K6JX;13.5";"2700GT;16.0";"9KHDG3;14.5";"HA0BOB;6.0";"5P2MVG;16.0";"YKQY4X;4.5"
F-23-22;B;"IYXV3Z;9.0";"XFQ9CP;7.5";"UNPPMJ;13.0";"M8W7TS;7.5";"8490FLX;6.0";"Z26SRT;6.5";"A7MDBC;5.5";"QVFB0Q;12.5";"EQQBND;7.0";"M67GNC;10.0";"ULG3QT;10.0";"O7TSVL;4.5";"32ZKOX;15.5";"JCNON3;5.0";"NISP6K;6.0";"M67GNC;10.5";"UU4A1K;9.0";"TAHFOD;7.5"
E-14-23;A;"B24J86;14.5";"05W6TK;6.5";"6M2FJM;6.5";"KUFVRI;9.0";"TB6WIP;13.0";"XUZJ74;6.0";"69L9MX;13.0";"2T1DJM;8.5";"8D9SAW;12.5";"WRRW1W;7.0";"WRRW1W;9.0";"8D9SAW;10.5";"14010TO;11.5";"JEGRCL;6.0";"KTDZY0;15.0";"LXJQVG;6.0";"KTDZY0;4.5";"750FW;9.5"
E-16-23;A;"O9YFO8;15.5";"ZRCYSH;12.0";"1JT1XB;15.5";"DGAONE;7.0";"O9YFO8;7.5";"TB6WIP;6.5";"I1KDJ0;9.5";"W25EZN;5.5";"JHSQHS;16.0";"2T1DJM;13.0";"IA7X1P;13.0";"6M2FJM;4.5";"WGHG3L;10.0";"750FW;6.0";"300FW;6.0";"05W6TK;12.0";"300FW;9.0";"B24J86;14.5"
E-18-23;A;"D05ZS7;12.0";"WRRW1W;9.0";"5MNTT7;12.0";"69L9MX;9.5";"TBCCF7;13.5";"IA7X1P;6.5";"DGAONE;6.0";"69L9MX;5.5";"5MNTT7;14.0";"7BU1V7;10.0";"6M2FJM;4.5";"9FWH2G;11.0";"TB6WIP;13.5";"CD1NU9;14.5";"G8ASPE;9.5";"U95NWB;4.0";"G8ASPE;8.5";"I1KDJ0;5.0"
E-20-23;A;"I1X92B;7.0";"TNAHD4;14.5";"KUFVRI;9.0";"KUFVRI;10.5";"602SP2AG;7.5";"Z8KPP8;13.5";"G8ASPE;5.0";"JEGRCL;8.0";"8N10W9;10.5";"LXJQVG;9.0";"69L9MX;7.5";"Z8KPP8;4.5";"8N10W9;11.5";"JEGRCL;14.5";"V7JUQL;6.0";"AHR20O;11.0";"JEGRCL;16.0";"300FW;4.0"
E-22-23;A;"RAUDQ6;5.0";"I1X92B;7.5";"XUZJ74;4.0";"2T1DJM;15.0";"U95NWB;5.0";"AKP0A7;13.5";"I2B1FH;4.5";"SSQFQA;7.0";"AHR20O;13.0";"KTDZY0;14.5";"300FW;15.0";"I1KDJ0;6.5";"TBCCF7;6.5";"14010TO;16.0";"I1X92B;12.5";"05W6TK;5.5";"AKP0A7;11.0";"B24J86;16.0"
E-24-23;A;"V7JUQL;6.0";"TNAHD4;13.5";"Q50W5L;5.5";"I2B1FH;13.5";"TBCCF7;15.5";"TB6WIP;11.5";"WGHG3L;8.0";"05W6TK;8.0";"JHSQHS;7.0";"5003DD;5.5";"ZRCYSH;5.0";"TBCCF7;8.0";"W25EZN;7.5";"TBCCF7;5.0";"9FWH2G;10.5";"69L9MX;4.0";"JHSQHS;5.5";"RAUDQ6;9.5"
F-13-23;A;"I1X92B;6.5";"14010TO;9.5";"2T1DJM;12.5";"10090TO;13.0";"DGAONE;11.0";"AKP0A7;10.0";"CD1NU9;9.5";"1JT1XB;9.0";"V7JUQL;6.5";"2T1DJM;13.5";"TB6WIP;16.0";"10090TO;12.0";"XUZJ74;8.5";"7BU1V7;14.0";"KTDZY0;13.5";"7BU1V7;10.0";"300FW;12.0";"LXJQVG;5.0"
F-15-23;A;"6M2FJM;6.0";"05W6TK;5.0";"DGAONE;9.0";"9FWH2G;12.0";"1JT1XB;14.0";"300FW;15.5";"05W6TK;6.5";"7BU1V7;9.0";"JHSQHS;10.5";"10090TO;15.0";"LXJQVG;9.5";"I1KDJ0;13.0";"1JT1XB;15.5";"RAUDQ6;9.5";"G8ASPE;8.0";"05W6TK;9.0";"I1KDJ0;11.0";"1JT1XB;14.0"
F-17-23;A;"1JT1XB;13.5";"UHYJ3A;5.5";"69L9MX;9.5";"300FW;12.5";"9FWH2G;10.0";"KTDZY0;12.0";"ZRCYSH;7.5";"RAUDQ6;7.0";"Z8KPP8;14.5";"AKP0A7;13.0";"14010TO;7.5";"B24J86;5.0";"AHR20O;9.5";"O9YFO8;13.5";"AHR20O;9.0";"750FW;5.0";"B24J86;5.0";"LXJQVG;4.5"
F-19-23;B;"QTMT7N;8.0";"U8203G;15.5";"541SP;6.5";"PZUF7K;6.0";"O7TSVL;4.5";"O7AXAK;9.0";"Q164T6;11.5";"J3FI7N;12.0";"XFQ9CP;11.5";"BLJLMQ;13.0";"QVFB0Q;15.5";"2LPO6D;7.0";"HA0BOB;12.5";"541SP;11.5";"TOENMT;10.0";"NISP6K;11.5";"F29V5I;6.5";"D8AMD3;13.0"
F-21-23;B;"XFQ9CP;14.0";"M8W7TS;6.5";"1ENECA;9.0";"A7MDBC;13.0";"TNZ1OO;15.5";"JUUL5B;9.5";"4SD17H;11.5";"FJ25W1;12.5";"8BSFSA;13.0";"4SD17H;13.0";"5HQR89;7.5";"U8203G;14.5";"HA0BOB;9.5";"XPZSZ1;11.5";"9920DLX;10.0";"T3NVTG;4.0";"PZUF7K;6.0";"4SD17H;7.0"
F-23-23;B;"NJVZEL;16.0";"KZ5VR3;8.5";"NJVZEL;13.5";"8BSFSA;14.0";"TOENMT;15.0";"70EPUK;6.0";"TAHFOD;14.0";"Q164T6;6.0";"FJ25W1;12.0";"5P2MVG;9.5";"TAHFOD;9.0";"8490FLX;5.5";"XFQ9CP;15.5";"K3YA1X;10.5";"V6K6JX;10.5";"TAHFOD;4.5";"9920DLX;14.5";"M8W7TS;16.0"
F-14-11;A;"RAUDQ6;10.5";"UHYJ3A;7.5";"WRRW1W;13.0";"XUZJ74;11.5";"UHYJ3A;5.5";"TBCCF7;12.5";"JEGRCL;15.0";"WGHG3L;12.0";"750FW;12.0";"KUFVRI;14.5";"ZRCYSH;4.0";"ZRCYSH;7.0";"14010TO;10.0";"602SP2AG;10.5";"I1KDJ0;8.0";"10090TO;9.5";"8N10W9;13.0";"6M2FJM;13.5"
F-16-11;A;"8D9SAW;10.0";"JEGRCL;6.5";"5003DD;15.0";"5MNTT7;14.0";"TNAHD4;10.5";"KUFVRI;7.0";"300FW;4.0";"8D9SAW;11.0";"U95NWB;11.0";"SSQFQA;12.5";"JEGRCL;8.5";"WRRW1W;9.5";"300FW;10.0";"1JT1XB;16.0";"WRRW1W;8.0";"WRRW1W;7.0";"KUFVRI;10.0";"10090TO;10.0"
F-18-11;A;"SSQFQA;9.0";"56TC1Z;7.0";"I1KDJ0;11.0";"1JT1XB;8.0";"1JT1XB;9.0";"TBCCF7;15.5";"U95NWB;7.0";"O9YFO8;4.0";"5MNTT7;13.0";"RAUDQ6;5.0";"Z8KPP8;13.5";"I1X92B;13.0";"7BU1V7;9.5";"U95NWB;6.0";"IA7X1P;7.5";"KTDZY0;9.0";"69L9MX;10.0";"DGAONE;6.5"
F-20-11;B;"J2URNJ;8.0";"XFQ9CP;14.5";"NISP6K;4.5";"8BSFSA;8.0";"K3YA1X;5.5";"8490FLX;12.0";"2LPO6D;4.5";"UU4A1K;14.5";"1ENECA;4.0";"O7AXAK;14.0";"O7AXAK;13.0";"F73ZE1;8.0";"IYXV3Z;14.0";"NJVZEL;6.0";"9KHDG3;15.0";"HLOISD;13.5";"ZGYCSW;6.0";"EQQBND;5.5"
F-22-11;B;"AX7BJ8;4.5";"5P2MVG;13.5";"1D2ILZ;11.5";"0LNUOV;8.0";"HOUJQN;4.0";"M67GNC;11.0";"NISP6K;12.5";"KZ5VR3;7.0";"1ENECA;10.5";"UU4A1K;15.5";"QVFB0Q;12.0";"2LPO6D;6.0";"ZGYCSW;9.5";"JUUL5B;4.0";"U8203G;8.0";"F73ZE1;6.5";"D8AMD3;14.5";"UNPPMJ;14.0"
F-24-11;B;"ZX6MUV;13.0";"HLOISD;8.5";"Z26SRT;4.5";"HLOISD;10.0";"2LPO6D;8.0";"F73ZE1;15.0";"ZGYCSW;7.0";"A7MDBC;6.5";"J3FI7N;7.5";"8490FLX;8.5";"IYXV3Z;7.0";"9KHDG3;14.0";"1ENECA;6.0";"UU4A1K;4.0";"IYXV3Z;7.5";"M8W7TS;9.5";"NISP6K;14.5";"HOUJQN;11.0"
G-13-11;B;"QTMT7N;8.0";"QVFB0Q;14.0";"XPZSZ1;8.5";"KZ5VR3;10.5";"YE890X;11.5";"1D2ILZ;14.0";"M8W7TS;12.0";"XFQ9CP;15.0";"9820DLX;11.0";"541SP;6.0";"F73ZE1;14.5";"HOUGRO;11.5";"EQQBND;8.0";"2Z7ZEP;15.0";"AX7BJ8;9.5";"EQQBND;15.0";"F73ZE1;11.0";"EQQBND;5.5"
G-15-11;B;"F29V5I;15.0";"9920DLX;12.0";"T3NVTG;6.5";"1ENECA;4.5";"A7MDBC;6.5";"84ABYS;11.5";"NISP6K;14.0";"V6K6JX;12.0";"9KHDG3;15.5";"V6K6JX;14.5";"2700GT;11.0";"UNPPMJ;6.5";"HOUJQN;15.0";"F29V5I;6.0";"70EPUK;7.5";"QVFB0Q;4.0";"2Z7ZEP;7.5";"HA0BOB;12.0"
G-17-11;B;"KZ5VR3;16.0";"J2URNJ;6.0";"XFQ9CP;11.5";"1D2ILZ;10.0";"5HQR89;14.0";"8BSFSA;5.0";"6300VTAG;12.0";"NISP6K;8.0";"XPZSZ1;12.0";"EUMBM7;14.0";"ZX6MUV;10.5";"D8AMD3;10.0";"O7TSVL;14.0";"Y813MQ;10.5";"ZGYCSW;8.5";"FJ25W1;8.0";"XLTRGL;9.0";"J2URNJ;15.0"
G-19-11;C;"8622FLX;6.5";"2041XPC;4.0";"RUUOCB;7.0";"9S4AF8;15.0";"PY5UPB;6.5";"8732TR;8.5";"066BOU;10.5";"W518XY;10.0";"2002XP;6.0";"8707CH;15.5";"8707CH;9.0";"12123XPJ;9.0";"5651GT;4.0";"8736TR;10.5";"QP56BU;12.5";"UMKYTJ;8.0";"2041XPC;10.0";"7816JV;10.0"
