Location;ABCCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
L-07-12;A;"7BU1V7;5.5";"TNAHD4;11.0";"KUFVRI;7.0";"G8ASPE;9.0";"B24J86;6.5";"5MNTT7;13.0";"DGAONE;11.5";"O9YFO8;9.5";"9FWH2G;9.0";"U95NWB;8.0";"DGAONE;7.0";"G8ASPE;13.0";"V7JUQL;8.0";"U95NWB;14.0";"TNAHD4;14.0";"750FW;10.5";"WGHG3L;14.0";"05W6TK;5.0"
L-09-12;A;"XUZJ74;14.0";"G8ASPE;6.5";"UHYJ3A;12.0";"ZRCYSH;11.5";"6M2FJM;5.0";"I1X92B;10.0";"2T1DJM;10.5";"8N10W9;4.5";"JHSQHS;5.5";"750FW;15.0";"AKP0A7;15.5";"D05ZS7;6.0";"JHSQHS;10.0";"D05ZS7;7.0";"G8ASPE;10.5";"ZRCYSH;4.5";"Z8KPP8;4.5";"Q50W5L;13.0"
J-02-13;B;"K3YA1X;7.5";"ZGYCSW;11.5";"32ZKOX;7.5";"U8203G;9.0";"T3NVTG;15.5";"O7AXAK;14.5";"TOENMT;14.5";"O7AXAK;7.5";"2Z7ZEP;7.0";"X31OGS;11.5";"Y813MQ;15.5";"ZX6MUV;6.0";"QTMT7N;9.5";"EUMBM7;16.0";"KZ5VR3;7.5";"HI2X6U;10.0";"M8W7TS;6.0";"A7MDBC;6.0"
J-04-13;B;"2700GT;15.5";"JUUL5B;6.0";"M67GNC;6.0";"2700GT;16.0";"5HQR89;10.5";"BLJLMQ;10.0";"O7AXAK;13.5";"HLOISD;14.5";"V6K6JX;14.5";"DNLEH7;8.0";"HI2X6U;5.5";"9KHDG3;12.0";"JCNON3;5.0";"YE890X;5.0";"Q164T6;15.0";"Y813MQ;6.5";"8BSFSA;8.5";"YF0X2Z;11.0"
J-06-13;B;"HOUGRO;10.0";"BLJLMQ;9.5";"9820DLX;8.0";"8BSFSA;13.5";"HOUJQN;14.5";"5HQR89;14.5";"1D2ILZ;12.5";"ZX6MUV;5.0";"M8W7TS;10.0";"N6JU7C;6.0";"YKQY4X;16.0";"32ZKOX;4.5";"8BSFSA;12.0";"6300VTAG;8.0";"O7AXAK;6.5";"O7AXAK;15.5";"HI2X6U;8.0";"XFQ9CP;4.0"
J-08-13;B;"TOENMT;15.5";"6300VTAG;5.5";"EUMBM7;10.0";"6300VTAG;11.5";"J3FI7N;13.0";"DNLEH7;14.0";"4SD17H;9.0";"9920DLX;13.0";"4SD17H;15.5";"2700GT;6.5";"JUUL5B;5.0";"O7AXAK;7.5";"O7TSVL;10.0";"ZX6MUV;14.0";"2700GT;11.5";"D8AMD3;4.5";"F73ZE1;13.0";"ZGYCSW;6.0"
J-10-13;B;"4SD17H;7.0";"HOUGRO;9.0";"IYXV3Z;12.5";"2Z7ZEP;15.0";"V6K6JX;5.5";"BLJLMQ;14.5";"TNZ1OO;9.5";"M67GNC;16.0";"ZX6MUV;16.0";"4SD17H;13.5";"1D2ILZ;9.0";"2Z7ZEP;6.0";"4SD17H;14.0";"9820DLX;12.5";"J3FI7N;15.5";"541SP;9.0";"8490FLX;11.5";"84ABYS;15.5"
K-01-13;B;"9920DLX;11.0";"A7MDBC;9.0";"HOUGRO;5.5";"YKQY4X;14.5";"UNPPMJ;14.0";"UU4A1K;5.0";"M67GNC;11.0";"ZGYCSW;13.0";"KZ5VR3;4.0";"YE890X;13.5";"IYXV3Z;9.0";"F29V5I;6.0";"0SJH1Z;5.0";"IYXV3Z;6.5";"84ABYS;9.5";"M67GNC;8.0";"DNLEH7;14.5";"6300VTAG;15.5"
K-02-13;B;"UU4A1K;12.5";"NJVZEL;12.5";"O7AXAK;7.0";"QVFB0Q;14.0";"TAHFOD;8.5";"YF0X2Z;5.5";"9KHDG3;5.0";"0SJH1Z;13.5";"HOUJQN;10.0";"YKQY4X;15.5";"M67GNC;12.0";"1D2ILZ;4.0";"M67GNC;6.0";"A7MDBC;5.5";"F29V5I;4.0";"6300VTAG;5.0";"1D2ILZ;9.5";"NJVZEL;10.0"
K-03-13;B;"X31OGS;16.0";"YKQY4X;11.5";"EUMBM7;6.5";"Z26SRT;5.0";"DNLEH7;4.0";"HOUJQN;6.5";"JUUL5B;10.0";"M8W7TS;13.5";"U8203G;13.0";"PZUF7K;15.0";"D8AMD3;5.5";"YKQY4X;9.5";"JUUL5B;5.0";"IYXV3Z;8.0";"YE890X;12.5";"HI2X6U;4.5";"2Z7ZEP;14.0";"9920DLX;10.5"
K-04-13;B;"QVFB0Q;6.0";"XLTRGL;13.0";"Z26SRT;10.5";"5HQR89;12.5";"FJ25W1;8.5";"YE890X;15.5";"YE890X;14.5";"32ZKOX;11.5";"J2URNJ;10.0";"K3YA1X;14.5";"0SJH1Z;4.5";"2LPO6D;6.0";"V6K6JX;16.0";"NJVZEL;4.0";"YKQY4X;15.5";"3LQL9L;13.0";"Q164T6;11.0";"HI2X6U;9.5"
K-05-13;A;"LXJQVG;9.5";"2T1DJM;4.5";"JHSQHS;14.5";"I1X92B;7.0";"Z8KPP8;10.5";"56TC1Z;14.5";"6M2FJM;5.5";"8D9SAW;14.0";"I1KDJ0;15.5";"WGHG3L;6.5";"AHR20O;6.0";"I2B1FH;8.0";"JHSQHS;7.0";"ZRCYSH;4.5";"Z8KPP8;10.0";"D05ZS7;6.0";"SSQFQA;15.0";"8D9SAW;12.5"
K-06-13;A;"D05ZS7;12.0";"UHYJ3A;11.0";"JHSQHS;13.0";"8N10W9;12.5";"V7JUQL;7.0";"14010TO;4.5";"I1X92B;6.0";"WGHG3L;10.0";"750FW;14.5";"10090TO;7.5";"U95NWB;10.0";"V7JUQL;14.0";"RAUDQ6;7.5";"WRRW1W;13.5";"14010TO;7.0";"G8ASPE;9.0";"SSQFQA;9.5";"9FWH2G;5.0"
K-07-13;A;"05W6TK;11.5";"D05ZS7;6.5";"TBCCF7;15.5";"B24J86;5.0";"7BU1V7;5.0";"Z8KPP8;6.0";"602SP2AG;6.5";"WRRW1W;11.5";"U95NWB;13.0";"I1X92B;9.0";"XUZJ74;6.5";"KUFVRI;8.0";"69L9MX;10.0";"I1X92B;10.0";"WRRW1W;5.0";"LXJQVG;10.0";"9FWH2G;13.5";"W25EZN;5.0"
K-08-13;A;"D05ZS7;14.5";"B24J86;13.5";"TB6WIP;7.5";"8N10W9;6.5";"B24J86;5.5";"W25EZN;12.0";"UHYJ3A;4.5";"300FW;9.5";"KTDZY0;15.5";"JHSQHS;10.0";"JEGRCL;7.5";"1JT1XB;15.0";"602SP2AG;6.5";"10090TO;13.5";"TBCCF7;4.5";"I1KDJ0;4.5";"56TC1Z;15.0";"AKP0A7;7.0"
K-09-13;A;"G8ASPE;15.5";"UHYJ3A;11.0";"TB6WIP;7.5";"D05ZS7;15.5";"2T1DJM;6.0";"JHSQHS;6.5";"JEGRCL;5.0";"Q50W5L;10.5";"8D9SAW;16.0";"XUZJ74;7.5";"10090TO;14.5";"Q50W5L;5.5";"7BU1V7;6.0";"10090TO;6.0";"2T1DJM;14.5";"1JT1XB;13.5";"D05ZS7;10.0";"I1X92B;9.0"
K-10-13;A;"1JT1XB;7.0";"V7JUQL;9.5";"V7JUQL;9.0";"14010TO;7.5";"1JT1XB;9.0";"Q50W5L;14.0";"TBCCF7;5.0";"O9YFO8;15.5";"RAUDQ6;9.0";"5003DD;16.0";"69L9MX;7.0";"KTDZY0;8.5";"I1KDJ0;15.5";"8D9SAW;15.5";"69L9MX;5.5";"6M2FJM;12.0";"CD1NU9;8.5";"I1X92B;14.0"
L-01-13;A;"CD1NU9;7.5";"D05ZS7;9.5";"D05ZS7;13.5";"SSQFQA;4.0";"KTDZY0;7.5";"5MNTT7;10.5";"7BU1V7;12.0";"IA7X1P;7.5";"69L9MX;10.0";"Q50W5L;7.5";"5MNTT7;6.0";"W25EZN;10.5";"6M2FJM;14.5";"UHYJ3A;8.5";"TBCCF7;15.0";"TNAHD4;15.0";"7BU1V7;13.0";"KTDZY0;13.5"
L-03-13;A;"5MNTT7;5.5";"AHR20O;6.5";"5003DD;15.5";"10090TO;13.5";"9FWH2G;6.0";"UHYJ3A;7.0";"8D9SAW;14.5";"8D9SAW;13.0";"UHYJ3A;4.5";"O9YFO8;13.5";"TB6WIP;14.5";"TB6WIP;11.0";"750FW;11.5";"WGHG3L;7.5";"G8ASPE;8.0";"KUFVRI;15.0";"2T1DJM;12.5";"TNAHD4;5.5"
L-05-13;A;"AHR20O;4.5";"U95NWB;6.5";"5003DD;8.0";"TBCCF7;9.0";"CD1NU9;11.5";"KTDZY0;13.5";"G8ASPE;4.5";"10090TO;13.0";"TB6WIP;15.5";"TNAHD4;11.0";"5003DD;7.0";"9FWH2G;7.5";"56TC1Z;11.0";"602SP2AG;4.0";"KTDZY0;7.5";"I1KDJ0;9.5";"CD1NU9;8.5";"7BU1V7;15.5"
L-07-13;A;"300FW;6.0";"AHR20O;13.0";"KUFVRI;8.5";"KTDZY0;5.5";"JHSQHS;6.5";"10090TO;13.0";"TBCCF7;15.0";"DGAONE;13.5";"TB6WIP;6.0";"750FW;11.5";"O9YFO8;10.0";"B24J86;12.5";"5003DD;10.5";"8N10W9;14.0";"TB6WIP;15.5";"KUFVRI;5.5";"56TC1Z;11.0";"I1KDJ0;10.5"
L-09-13;A;"Q50W5L;10.0";"1JT1XB;6.5";"JEGRCL;5.5";"I1KDJ0;9.5";"I1X92B;7.5";"D05ZS7;16.0";"I2B1FH;12.0";"WGHG3L;6.0";"V7JUQL;15.0";"8N10W9;10.5";"1JT1XB;9.0";"750FW;4.5";"LXJQVG;13.5";"1JT1XB;7.0";"G8ASPE;9.0";"B24J86;6.0";"AHR20O;10.0";"TNAHD4;7.5"
J-02-21;B;"BLJLMQ;10.0";"JUUL5B;8.0";"70EPUK;5.5";"XLTRGL;10.5";"U8203G;7.0";"HOUJQN;9.5";"IYXV3Z;15.0";"XPZSZ1;5.0";"F73ZE1;14.0";"YE890X;12.0";"KZ5VR3;7.5";"T3NVTG;5.5";"KZ5VR3;14.0";"YF0X2Z;4.5";"EQQBND;15.0";"HLOISD;15.5";"541SP;12.0";"2Z7ZEP;12.5"
J-04-21;B;"XFQ9CP;7.0";"32ZKOX;13.0";"J3FI7N;6.0";"V6K6JX;12.5";"PZUF7K;11.0";"HOUJQN;7.0";"K3YA1X;15.5";"J3FI7N;15.0";"0LNUOV;5.5";"F73ZE1;6.5";"8BSFSA;6.0";"Y813MQ;11.0";"HI2X6U;4.5";"XLTRGL;8.0";"FJ25W1;9.5";"84ABYS;14.0";"AX7BJ8;11.5";"9KHDG3;9.0"
J-06-21;B;"T3NVTG;14.0";"EUMBM7;12.0";"AX7BJ8;9.0";"9KHDG3;12.0";"D8AMD3;6.5";"AB9XBU;13.0";"9820DLX;9.5";"BLJLMQ;15.5";"Z26SRT;13.5";"5HQR89;15.5";"PZUF7K;15.5";"2700GT;13.0";"K3YA1X;11.5";"Y813MQ;4.0";"X31OGS;9.5";"9820DLX;11.5";"J3FI7N;6.0";"1ENECA;14.5"
J-08-21;B;"NJVZEL;9.5";"8490FLX;5.5";"M67GNC;9.5";"J2URNJ;14.5";"V6K6JX;9.5";"NJVZEL;7.5";"UU4A1K;8.0";"2LPO6D;7.0";"FJ25W1;6.5";"YF0X2Z;4.5";"6300VTAG;14.5";"K3YA1X;7.0";"X31OGS;15.5";"Z26SRT;7.5";"32ZKOX;4.5";"YF0X2Z;5.5";"2Z7ZEP;13.5";"4SD17H;6.5"
J-10-21;B;"NJVZEL;5.5";"70EPUK;16.0";"3LQL9L;13.5";"BLJLMQ;9.0";"1D2ILZ;10.0";"QTMT7N;11.0";"DNLEH7;4.5";"KZ5VR3;12.5";"XFQ9CP;9.0";"QVFB0Q;7.5";"FJ25W1;11.0";"TOENMT;7.0";"YE890X;10.0";"U8203G;6.5";"UNPPMJ;5.0";"0LNUOV;13.0";"M67GNC;11.5";"X31OGS;7.0"
K-01-21;B;"541SP;12.0";"TNZ1OO;10.5";"84ABYS;7.5";"YF0X2Z;4.5";"JUUL5B;12.0";"6300VTAG;11.5";"U8203G;9.0";"AB9XBU;15.0";"0LNUOV;7.0";"5HQR89;15.5";"QTMT7N;7.5";"9KHDG3;5.5";"V6K6JX;7.0";"UNPPMJ;7.0";"9820DLX;15.0";"A7MDBC;13.0";"QVFB0Q;8.5";"2Z7ZEP;14.5"
K-02-21;B;"O7TSVL;6.5";"YE890X;6.5";"F73ZE1;6.0";"IYXV3Z;16.0";"1D2ILZ;10.5";"XLTRGL;11.0";"YE890X;13.5";"4SD17H;4.0";"O7TSVL;7.0";"HOUGRO;11.5";"YKQY4X;5.0";"EUMBM7;8.0";"HOUGRO;12.5";"3LQL9L;13.5";"8BSFSA;15.0";"QVFB0Q;5.5";"2700GT;6.5";"2Z7ZEP;9.0"
K-03-21;B;"NISP6K;14.0";"X31OGS;8.0";"0LNUOV;11.5";"NISP6K;5.5";"YKQY4X;9.0";"5HQR89;5.0";"6300VTAG;9.0";"YF0X2Z;16.0";"T3NVTG;9.0";"AB9XBU;5.0";"QVFB0Q;13.0";"EUMBM7;7.0";"4SD17H;14.5";"0SJH1Z;4.5";"Z26SRT;15.5";"J3FI7N;6.0";"TAHFOD;4.0";"ZX6MUV;6.0"
K-04-21;B;"2LPO6D;12.5";"QTMT7N;9.5";"HOUJQN;11.0";"HOUGRO;14.0";"BLJLMQ;8.0";"ULG3QT;6.0";"D8AMD3;7.5";"0LNUOV;14.0";"NISP6K;4.0";"2Z7ZEP;7.5";"84ABYS;14.5";"32ZKOX;4.0";"EUMBM7;8.5";"Z26SRT;9.0";"T3NVTG;6.0";"TAHFOD;5.0";"ZX6MUV;6.5";"8BSFSA;16.0"
K-05-21;A;"TNAHD4;13.5";"ZRCYSH;15.5";"UHYJ3A;15.0";"TB6WIP;10.5";"5003DD;13.0";"AKP0A7;12.0";"G8ASPE;8.0";"AKP0A7;11.0";"SSQFQA;6.0";"2T1DJM;14.5";"750FW;12.0";"8D9SAW;6.5";"I1X92B;8.5";"AKP0A7;4.5";"V7JUQL;7.0";"9FWH2G;6.0";"Q50W5L;12.5";"CD1NU9;14.0"
K-06-21;A;"B24J86;10.5";"I1X92B;6.0";"69L9MX;6.5";"KUFVRI;8.0";"9FWH2G;8.0";"10090TO;8.5";"8D9SAW;11.0";"Z8KPP8;9.5";"14010TO;4.5";"IA7X1P;14.5";"W25EZN;7.5";"8N10W9;16.0";"KTDZY0;11.0";"D05ZS7;16.0";"05W6TK;10.0";"KTDZY0;16.0";"05W6TK;9.5";"1JT1XB;15.0"
K-07-21;A;"ZRCYSH;15.0";"I2B1FH;5.0";"750FW;10.5";"D05ZS7;7.0";"W25EZN;5.5";"TNAHD4;7.0";"JHSQHS;8.5";"I1X92B;8.5";"RAUDQ6;4.5";"8D9SAW;8.5";"SSQFQA;9.5";"56TC1Z;4.0";"ZRCYSH;12.5";"7BU1V7;15.0";"JHSQHS;4.5";"W25EZN;12.5";"AHR20O;5.5";"UHYJ3A;7.0"
K-08-21;A;"G8ASPE;16.0";"TB6WIP;13.5";"W25EZN;15.5";"LXJQVG;14.5";"05W6TK;5.5";"WRRW1W;10.0";"G8ASPE;6.0";"14010TO;5.5";"2T1DJM;16.0";"I2B1FH;7.5";"I1X92B;12.5";"2T1DJM;8.0";"WGHG3L;12.0";"14010TO;13.0";"8N10W9;10.5";"WRRW1W;10.0";"SSQFQA;4.0";"I1KDJ0;5.0"
K-09-21;A;"CD1NU9;7.0";"I1KDJ0;4.5";"TBCCF7;16.0";"V7JUQL;15.0";"6M2FJM;15.5";"5003DD;11.0";"56TC1Z;6.5";"RAUDQ6;15.0";"W25EZN;6.0";"300FW;4.5";"TBCCF7;7.5";"300FW;10.0";"05W6TK;10.0";"JHSQHS;7.0";"G8ASPE;13.5";"UHYJ3A;15.0";"6M2FJM;5.5";"05W6TK;7.5"
K-10-21;A;"SSQFQA;4.0";"8D9SAW;7.5";"750FW;14.0";"5MNTT7;14.0";"I1X92B;8.0";"Q50W5L;7.5";"AHR20O;10.5";"300FW;11.5";"1JT1XB;16.0";"O9YFO8;8.5";"UHYJ3A;13.5";"10090TO;5.0";"D05ZS7;9.0";"B24J86;10.5";"Z8KPP8;15.0";"14010TO;12.0";"D05ZS7;15.0";"602SP2AG;11.5"
L-01-21;A;"Q50W5L;8.0";"CD1NU9;11.0";"I2B1FH;9.5";"KUFVRI;15.5";"G8ASPE;14.5";"O9YFO8;10.5";"I2B1FH;15.0";"KTDZY0;10.0";"DGAONE;8.0";"KUFVRI;13.0";"TNAHD4;4.0";"6M2FJM;8.5";"JEGRCL;6.0";"WRRW1W;13.0";"KTDZY0;5.5";"56TC1Z;15.0";"8D9SAW;16.0";"XUZJ74;14.0"
L-03-21;A;"W25EZN;14.5";"Z8KPP8;8.5";"TNAHD4;5.0";"602SP2AG;8.0";"O9YFO8;8.0";"AHR20O;7.5";"JEGRCL;12.5";"B24J86;13.5";"AKP0A7;15.5";"CD1NU9;8.0";"WRRW1W;5.0";"7BU1V7;6.5";"7BU1V7;16.0";"5MNTT7;10.5";"I1KDJ0;4.0";"O9YFO8;7.5";"05W6TK;7.5";"8D9SAW;15.0"
L-05-21;A;"14010TO;14.0";"I2B1FH;16.0";"JHSQHS;10.0";"8D9SAW;4.0";"B24J86;13.5";"UHYJ3A;12.5";"I1X92B;9.0";"I2B1FH;11.0";"O9YFO8;12.5";"JHSQHS;4.5";"750FW;6.0";"5MNTT7;6.5";"56TC1Z;14.5";"V7JUQL;4.0";"Q50W5L;8.5";"RAUDQ6;11.0";"7BU1V7;12.5";"10090TO;11.0"
L-07-21;A;"AHR20O;10.0";"I1KDJ0;16.0";"14010TO;15.5";"750FW;9.5";"I1KDJ0;14.5";"SSQFQA;16.0";"TNAHD4;11.0";"XUZJ74;13.5";"WRRW1W;6.0";"Z8KPP8;16.0";"SSQFQA;15.5";"I1KDJ0;7.5";"7BU1V7;16.0";"SSQFQA;14.0";"Z8KPP8;4.5";"Z8KPP8;13.0";"JHSQHS;10.0";"WGHG3L;16.0"
L-09-21;A;"I2B1FH;7.0";"8D9SAW;15.0";"2T1DJM;6.5";"Q50W5L;10.0";"W25EZN;7.0";"JHSQHS;9.0";"UHYJ3A;11.5";"9FWH2G;8.0";"IA7X1P;13.0";"CD1NU9;5.0";"UHYJ3A;12.0";"ZRCYSH;7.0";"KUFVRI;12.0";"AHR20O;8.5";"Q50W5L;15.5";"5003DD;12.5";"7BU1V7;12.0";"AKP0A7;11.0"
J-02-22;B;"KZ5VR3;10.5";"HA0BOB;5.5";"UU4A1K;11.5";"ZGYCSW;10.0";"Y813MQ;5.5";"BLJLMQ;9.5";"JCNON3;7.0";"5P2MVG;15.5";"ULG3QT;4.5";"XFQ9CP;6.0";"JUUL5B;12.0";"X31OGS;14.5";"TNZ1OO;4.5";"3LQL9L;11.5";"J3FI7N;8.0";"KZ5VR3;7.0";"O7TSVL;11.5";"YKQY4X;13.0"
J-04-22;B;"32ZKOX;6.5";"Q164T6;13.5";"F29V5I;12.0";"TAHFOD;15.0";"KZ5VR3;14.0";"HLOISD;9.0";"HOUGRO;4.0";"M67GNC;14.5";"PZUF7K;5.0";"ULG3QT;4.5";"ULG3QT;12.0";"1D2ILZ;6.5";"V6K6JX;14.5";"YF0X2Z;5.0";"2Z7ZEP;6.5";"NJVZEL;11.5";"84ABYS;12.5";"Q164T6;10.0"
J-06-22;B;"N6JU7C;9.0";"O7AXAK;15.0";"4SD17H;14.0";"U8203G;8.0";"U8203G;4.0";"3LQL9L;6.0";"HOUGRO;14.5";"UU4A1K;11.0";"M67GNC;11.0";"J3FI7N;4.0";"8490FLX;8.5";"AB9XBU;13.0";"FJ25W1;13.0";"EUMBM7;6.5";"J2URNJ;9.5";"8BSFSA;13.0";"M8W7TS;13.5";"9820DLX;11.0"
J-08-22;B;"Y813MQ;8.0";"XFQ9CP;7.5";"9920DLX;12.5";"8490FLX;10.0";"0SJH1Z;4.5";"HLOISD;4.0";"EUMBM7;13.5";"IYXV3Z;11.5";"0SJH1Z;16.0";"5P2MVG;8.5";"D8AMD3;9.5";"70EPUK;13.0";"9920DLX;14.5";"HA0BOB;12.5";"2LPO6D;13.5";"PZUF7K;11.0";"1ENECA;10.5";"Q164T6;11.5"
J-10-22;B;"541SP;8.5";"HOUGRO;9.0";"M67GNC;8.0";"4SD17H;7.5";"5HQR89;4.0";"70EPUK;4.5";"J3FI7N;6.0";"J2URNJ;12.5";"IYXV3Z;5.0";"J3FI7N;8.5";"2700GT;5.0";"UNPPMJ;12.0";"UNPPMJ;10.0";"EUMBM7;8.0";"D8AMD3;14.5";"YE890X;8.0";"0SJH1Z;11.5";"4SD17H;4.0"
K-01-22;B;"541SP;11.0";"JUUL5B;15.0";"JCNON3;14.0";"V6K6JX;14.5";"X31OGS;11.0";"O7AXAK;5.5";"5P2MVG;14.5";"EUMBM7;10.5";"XFQ9CP;13.5";"ZX6MUV;4.0";"YE890X;8.0";"KZ5VR3;10.5";"XFQ9CP;13.5";"9820DLX;13.0";"YKQY4X;4.5";"2700GT;9.5";"AB9XBU;10.0";"ULG3QT;15.5"
K-02-22;B;"EQQBND;4.5";"HA0BOB;13.5";"YE890X;9.5";"NISP6K;13.5";"BLJLMQ;15.0";"Q164T6;5.0";"5HQR89;13.0";"70EPUK;16.0";"541SP;12.5";"M8W7TS;8.5";"YE890X;12.0";"FJ25W1;15.0";"8BSFSA;16.0";"32ZKOX;12.5";"EQQBND;10.0";"AB9XBU;6.0";"541SP;16.0";"QVFB0Q;8.5"
K-03-22;B;"J3FI7N;15.5";"Q164T6;14.0";"AX7BJ8;8.5";"YKQY4X;7.0";"84ABYS;8.0";"V6K6JX;7.0";"HI2X6U;7.5";"XLTRGL;7.5";"XLTRGL;13.5";"JCNON3;6.0";"JCNON3;13.0";"BLJLMQ;11.0";"9820DLX;14.0";"UU4A1K;6.0";"TOENMT;13.0";"Y813MQ;6.5";"9KHDG3;11.0";"Z26SRT;6.0"
K-04-22;B;"541SP;4.0";"4SD17H;11.5";"IYXV3Z;5.0";"HOUGRO;10.0";"3LQL9L;10.0";"HOUJQN;15.5";"XFQ9CP;6.0";"2Z7ZEP;6.0";"JUUL5B;8.0";"2Z7ZEP;4.0";"N6JU7C;7.5";"U8203G;15.0";"2LPO6D;8.5";"XLTRGL;16.0";"TOENMT;8.0";"2LPO6D;12.5";"TNZ1OO;14.5";"2LPO6D;16.0"
K-05-22;A;"TB6WIP;8.5";"SSQFQA;16.0";"5MNTT7;10.5";"1JT1XB;16.0";"8D9SAW;12.0";"W25EZN;9.0";"W25EZN;9.5";"7BU1V7;8.0";"69L9MX;9.5";"Z8KPP8;8.0";"14010TO;16.0";"DGAONE;10.5";"JHSQHS;9.0";"RAUDQ6;14.0";"69L9MX;8.5";"Q50W5L;4.0";"2T1DJM;8.5";"KUFVRI;4.5"
K-06-22;A;"DGAONE;11.5";"8N10W9;5.5";"602SP2AG;13.0";"KUFVRI;9.5";"8N10W9;14.0";"KTDZY0;7.5";"TB6WIP;13.0";"JHSQHS;11.5";"JHSQHS;7.5";"TB6WIP;11.5";"I2B1FH;4.0";"7BU1V7;12.0";"TNAHD4;9.0";"10090TO;10.0";"JHSQHS;13.0";"SSQFQA;15.0";"AHR20O;9.0";"O9YFO8;6.5"
K-07-22;A;"5MNTT7;8.0";"JEGRCL;6.5";"G8ASPE;16.0";"ZRCYSH;6.5";"5003DD;12.0";"14010TO;10.5";"UHYJ3A;5.5";"KTDZY0;10.0";"I1X92B;7.0";"AKP0A7;9.5";"05W6TK;14.0";"9FWH2G;14.5";"1JT1XB;13.0";"WGHG3L;15.5";"7BU1V7;9.0";"UHYJ3A;13.5";"JHSQHS;15.5";"WRRW1W;10.5"
K-08-22;A;"8N10W9;11.0";"CD1NU9;5.0";"O9YFO8;16.0";"AKP0A7;8.5";"V7JUQL;8.0";"B24J86;15.0";"CD1NU9;12.0";"DGAONE;11.5";"Q50W5L;5.5";"AKP0A7;14.0";"JEGRCL;13.5";"AHR20O;14.0";"7BU1V7;6.5";"9FWH2G;9.5";"ZRCYSH;12.0";"750FW;7.5";"WRRW1W;14.5";"LXJQVG;7.5"
K-09-22;A;"CD1NU9;7.0";"WRRW1W;5.0";"56TC1Z;14.5";"JEGRCL;13.5";"UHYJ3A;4.0";"TNAHD4;8.0";"U95NWB;6.5";"9FWH2G;12.0";"8N10W9;16.0";"UHYJ3A;7.0";"300FW;15.5";"I1X92B;8.0";"CD1NU9;11.5";"6M2FJM;16.0";"8D9SAW;13.0";"JHSQHS;12.5";"9FWH2G;9.0";"ZRCYSH;10.0"
K-10-22;A;"7BU1V7;4.5";"5003DD;13.0";"300FW;5.0";"LXJQVG;14.0";"CD1NU9;13.5";"JHSQHS;6.0";"WGHG3L;9.5";"TNAHD4;7.5";"Z8KPP8;12.5";"B24J86;10.0";"U95NWB;8.0";"UHYJ3A;5.5";"602SP2AG;5.5";"KTDZY0;8.5";"G8ASPE;10.0";"5003DD;15.0";"WRRW1W;8.0";"1JT1XB;14.5"
L-01-22;A;"JEGRCL;11.5";"10090TO;6.5";"2T1DJM;5.0";"10090TO;5.0";"AKP0A7;11.0";"U95NWB;9.5";"14010TO;11.5";"300FW;7.5";"Q50W5L;5.0";"V7JUQL;9.0";"602SP2AG;5.0";"V7JUQL;15.5";"TBCCF7;11.5";"UHYJ3A;15.0";"I2B1FH;5.5";"B24J86;11.0";"8D9SAW;7.5";"8N10W9;9.0"
L-03-22;A;"10090TO;12.0";"05W6TK;5.5";"9FWH2G;9.0";"W25EZN;16.0";"TNAHD4;11.5";"KTDZY0;5.5";"RAUDQ6;13.0";"5003DD;10.5";"750FW;12.5";"05W6TK;4.5";"KUFVRI;4.0";"WRRW1W;9.5";"5MNTT7;5.0";"1JT1XB;14.0";"W25EZN;5.5";"05W6TK;15.0";"TB6WIP;11.5";"7BU1V7;6.5"
L-05-22;A;"UHYJ3A;9.0";"TNAHD4;11.5";"W25EZN;15.0";"CD1NU9;6.0";"I1KDJ0;8.5";"I2B1FH;5.5";"CD1NU9;13.0";"8D9SAW;4.5";"2T1DJM;5.5";"9FWH2G;14.0";"V7JUQL;14.5";"V7JUQL;10.5";"LXJQVG;15.0";"8N10W9;15.0";"I1X92B;14.5";"05W6TK;5.0";"1JT1XB;11.0";"5MNTT7;15.5"
L-07-22;A;"JHSQHS;11.5";"10090TO;11.5";"750FW;4.0";"G8ASPE;13.5";"8D9SAW;10.0";"JHSQHS;12.5";"2T1DJM;7.0";"14010TO;12.0";"6M2FJM;12.5";"7BU1V7;14.0";"ZRCYSH;9.0";"8N10W9;15.5";"8N10W9;12.5";"XUZJ74;12.0";"69L9MX;15.0";"G8ASPE;15.0";"TB6WIP;16.0";"56TC1Z;4.0"
L-09-22;A;"DGAONE;7.0";"ZRCYSH;7.0";"W25EZN;16.0";"SSQFQA;6.0";"LXJQVG;7.5";"D05ZS7;8.5";"B24J86;7.5";"6M2FJM;8.0";"KTDZY0;9.0";"JEGRCL;15.0";"750FW;15.0";"JHSQHS;14.5";"RAUDQ6;5.5";"SSQFQA;11.5";"TBCCF7;4.0";"WGHG3L;8.0";"TBCCF7;5.5";"2T1DJM;14.5"
J-02-23;B;"K3YA1X;8.5";"3LQL9L;13.0";"84ABYS;15.0";"HA0BOB;6.0";"F73ZE1;10.5";"2LPO6D;15.0";"BLJLMQ;6.5";"ULG3QT;6.0";"M67GNC;10.5";"ZX6MUV;13.5";"9920DLX;11.0";"6300VTAG;5.5";"JCNON3;11.5";"V6K6JX;12.0";"84ABYS;16.0";"3LQL9L;14.0";"F73ZE1;8.0";"HOUJQN;16.0"
